Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Plátano|0.19424094|0.064485282|0.63885093|0.046202295|0.025789728|0.30167478|0.0|0.60959256|0.17700385|0.35964769|0.16848733|0.800255|0.16347706|0.1938816|0.3231976|0.46430612|0.57844651|0.13370375|0.30131209|0.13232157|0.08849889|0.3392849|0.20012996|0.14003566|0.23493347|0.39544785|0.14954036|0.59711659|0.54141617|0.25941586|0.28227401|0.17481571|0.58822978|0.55961871|0.54713255|0.12148921|0.65949577|0.18690725|0.3774842|0.32618865|0.50498825|0.21699208|0.34073976|0.71652007|0.29619285|0.24155568|0.53026962|0.81819838|0.91990203|0.49850363|0.26174593|0.0|0.34389901|0.23663652|0.41544172|1.0|0.52622259|0.50277185|0.88697428|0.79964036|0.52649254|0.21740966|0.33229756|0.49719286|0.49539268|0.93678868|0.11292617|0.29833159|0.42195898|0.26265678|1.0|0.0|0.4522303|1.0|0.28057867|0.26613113|0.25644925|0.15283327|0.22399697|0.24213806|0.49702111|0.39147431|0.52088988|0.24972805|0.87565714|0.59635234|0.50454295|0.26213455|0.2581737|0.89457989|0.1355626|0.32291439|0.36918736|0.52302551|0.36752424|0.56420904|0.50264049|0.068234578|0.54633558|0.507967|0.26099408|0.54349279|0.48472923|0.61270231|0.16019805|0.29572999|0.1543946|0.35803694|0.51610678|0.55630559|0.27095774|0.71118373|0.53300291|0.28594688|0.73004174|0.4432891|0.4918358|0.18061775|0.0|0.0|0.12146749|0.19160238|0.20835952|0.24037042|0.44137955|0.46160683|0.30825487|0.53356701|0.41482705|1.0|0.40198314|0.33627981|0.35411769|0.8770169|0.051171929|0.79423404|1.0|0.48514885|0.87857878|0.1205925|0.49068457|0.46398902|0.10867058|0.43590897|0.6002394|0.45013183|0.12368714|0.27050236|0.3091391|0.27815446|0.26960555|0.42545223|0.42275083|0.26286972|0.46244818|0.43260157|0.41158804|0.66792762|0.41533595|0.017285034|0.28310898|0.28122434|0.35566723|0.66193515|0.25536311|1.0|0.60054654|0.25479138|0.35201031|0.77251637|1.0|0.79256535|0.81678122|0.42023358|0.36973649|0.43319345|0.43588179|0.071860626|0.3559123|0.0|0.12725754|0.39628175|0.48642403
Prefabricados|0.32099372|0.58359092|0.096163362|0.49186325|0.39084041|0.56345385|0.057932973|0.16808838|0.33405557|0.32619533|0.38370734|0.12641874|0.24427116|0.42918864|0.24077386|0.31004369|0.26462275|0.29091471|0.25278509|0.55796456|0.48597726|0.51592368|0.42013448|0.41489989|0.1730444|0.44773477|0.18271628|0.098727413|0.24580428|0.089370459|0.33945158|0.40040025|0.31890425|0.1735106|0.17099625|0.40416718|0.1728023|0.41698101|0.46244973|0.30006868|0.20874465|0.24629886|0.027783934|0.15812664|0.23053169|0.57169002|0.23717538|0.13710159|0.30585182|0.23717949|0.078789219|0.52511662|0.086112015|0.37658435|0.12298138|1.0|0.24436457|0.22586329|0.22434679|0.24947685|0.24069481|0.15619226|0.27551872|0.14071509|0.061241217|0.2694923|0.33786869|0.11496916|0.099327192|0.018687339|0.27542922|0.059474111|0.20271428|1.0|0.17492679|0.091630623|0.087034374|0.6664629|0.052827392|0.12727913|0.13283506|0.20065239|0.61434543|0.63517058|0.19922514|0.32325405|0.20639396|0.26213455|0.10185799|0.45407569|0.07052286|0.13393629|0.079779059|0.1804034|0.24807808|0.18020953|0.17504841|0.19179642|0.22323552|0.21104395|0.087042525|0.19636953|0.22264171|0.28891861|0.085219167|0.29572999|0.54480183|0.5233227|0.19584337|0.2319864|0.096443877|0.22351873|0.21654442|0.061552308|0.11553949|0.093357354|0.07604941|0.19342858|0.065967701|0.0|0.19821188|0.35228163|0.38583282|0.087516308|0.19780609|0.13822369|0.11377664|0.17660366|0.088006392|0.33008114|0.06868349|0.49471542|0.081365012|0.51912689|0.4337976|0.1145972|0.12377546|0.73134691|0.37829638|0.31532493|0.17574991|0.070543379|0.37280679|0.22410204|0.20114753|0.48576239|0.098705292|0.097861148|0.32529914|0.078767121|0.093715586|0.02959197|0.028807841|0.044877402|0.118494|0.17279688|0.29702723|0.11316644|0.72298062|0.076376781|0.13551708|0.10704121|0.24426913|0.044853695|0.085745431|1.0|0.069279477|0.01112859|0.35201031|0.18698543|0.5388006|0.21564597|0.11068534|0.20406602|0.087114781|0.08146657|0.27130175|0.32697055|0.075200677|0.14570186|0.12725754|0.24393623|0.042404607
Preparaciones alimenticias diversas|0.82393205|0.66163093|0.64609557|0.69861591|0.6520319|0.80628002|0.84925479|0.73612839|0.67006028|0.74504989|0.75987148|0.97063899|0.85058093|0.74276745|0.79890811|0.85163128|0.86408436|0.77202332|0.81233698|0.90647405|0.78889978|0.90442204|0.76534343|0.83926046|0.85519159|0.84862208|0.72237301|0.45285138|0.30413502|0.35936007|0.36377227|0.81703866|0.85894698|0.36460096|0.34075299|0.30655897|0.61373317|0.4066233|0.80329895|0.51097864|0.4085682|0.65272653|0.44860438|0.74414825|0.79764569|0.33928728|0.34636337|0.79437602|0.80428624|0.64020288|0.79422283|0.84374881|0.73371649|0.85094756|0.82606316|1.0|0.6647321|0.26099765|0.74005282|0.71016335|0.86727047|0.33760348|0.27054602|0.31860596|0.66261566|0.68648374|0.34824428|0.91130555|0.40257195|0.35976827|0.77239716|0.63487291|0.26513299|1.0|0.78081822|0.37396416|0.36570746|0.7225281|0.6577273|0.88077217|0.67664814|0.62136173|0.63683611|0.24972805|0.66600299|0.39576608|0.39709973|0.65913993|0.56565034|0.68515909|0.63952488|0.61218917|0.39103958|0.35871226|0.19761202|0.38721958|0.84709096|0.43646136|0.42041853|0.28865623|0.36246777|0.52936953|0.3988336|0.5135451|0.68348151|0.29572999|0.068163089|0.19850934|0.42550683|0.45162457|0.38031888|0.42980736|0.71045518|0.21557666|0.52818024|0.3838858|0.39688188|0.34681565|0.46556103|0.20210783|0.40840209|0.58316481|0.90278244|0.33763593|0.20278522|0.6463266|0.43131661|0.73839211|0.87655675|0.77873582|0.43932769|0.93112278|0.80641818|0.68828738|0.78653049|0.70385629|0.77429795|0.78948057|0.73181266|0.30145422|0.70462644|0.32229206|0.82042181|0.41104296|0.63083643|0.18709561|0.36267304|0.3811456|0.04471568|0.40937561|0.38675576|0.48542103|0.39989242|0.69415039|0.31980377|0.65598309|0.29953077|0.76686561|0.74392807|0.46738347|0.74268234|0.73119754|0.39207506|0.47320509|0.35899529|1.0|0.34556428|0.80370939|0.35201031|0.57776368|0.51808894|0.1998865|0.32661667|0.39199749|0.61681205|0.41489539|0.68932325|0.74653995|0.86274546|0.43492162|0.50076288|0.4391709|0.50204486
Prod. Animal, veg. y minerales|0.10598563|0.0|0.47032803|0.0|0.098592967|0.1244486|0.31275308|0.37546754|0.23519561|0.33954448|0.18920243|0.43615448|0.36396354|0.37635452|0.37899071|0.26188725|0.39187169|0.16794913|0.32011986|0.3986156|0.08849889|0.28142935|0.30939895|0.18316072|0.12807317|0.40015841|0.33854634|0.59711659|0.54141617|0.25941586|0.42565882|0.17481571|0.43674743|0.030860059|0.36411929|0.12148921|0.30690384|0.18690725|0.27319357|0.22569595|0.50498825|0.38691059|0.34073976|0.40816152|0.25972873|0.24155568|0.53026962|0.59182644|0.16852914|0.49850363|0.36469045|0.046992593|0.37740043|0.27795231|0.33412594|1.0|0.52622259|0.50277185|0.29498303|0.35706082|0.52649254|0.086787105|0.41775629|0.49719286|0.49539268|0.3596918|0.11292617|0.29833159|0.51570666|0.26265678|0.83183646|0.26002243|0.4522303|1.0|0.33276594|0.26613113|0.25644925|0.29618067|0.13861185|0.30851927|0.49702111|0.43929544|0.40738752|0.24972805|0.46144873|0.5138157|0.50454295|0.26213455|0.39152431|0.58182305|0.24309447|0.40726471|0.39983428|0.41059631|0.32797882|0.41415274|0.40905958|0.61322814|0.59012926|0.507967|0.26099408|0.070983842|0.48472923|0.61270231|0.42917937|0.29572999|0.1543946|0.41706681|0.43795174|0.55630559|0.27095774|0.5704335|0.53300291|0.28594688|0.63193816|0.4432891|0.4918358|0.30850276|0.43771434|0.0|0.49075854|0.5245924|0.20835952|0.24037042|0.44137955|0.27603388|0.30825487|0.07429193|0.41482705|0.89781153|0.42938036|0.22448291|0.35411769|0.35873774|0.088748544|0.45872349|0.44270098|0.39452255|0.34504634|0.1205925|0.49068457|0.070543379|0.10867058|0.50045764|0.44780511|0.29929137|0.28547892|0.27050236|0.43834633|0.37521324|0.26960555|0.42545223|0.331945|0.26286972|0.50283891|0.46750259|0.41158804|0.4629834|0.41533595|0.26052991|0.42876646|0.44523489|0.45511895|0.50654018|0.25536311|1.0|0.1264016|0.28239909|0.35201031|0.47195274|0.32805681|0.54649949|0.3755607|0.45916772|0.36973649|0.52059627|0.75413013|0.17029184|0.30170605|0.34438968|0.12725754|0.39628175|0.54597181
Productos audiovisuales|0.14806625|0.18570611|0.33259705|0.0|0.17094894|0.1244486|0.21307097|0.37546754|0.1388652|0.15203039|0.15018193|0.18072377|0.33795083|0.21123263|0.17133938|0.16340926|0.15161486|0.17689663|0.15108712|0.19547576|0.08849889|0.18931521|0.16306144|0.0|0.17759997|0.62914467|0.14954036|0.59711659|0.54141617|0.25941586|0.59451002|0.17481571|0.21981131|0.3465395|0.54713255|0.12148921|0.30690384|0.18690725|0.27319357|0.40715593|0.50498825|0.091795102|0.34073976|0.40816152|0.25972873|0.24155568|0.53026962|0.39646554|0.25717252|0.49850363|0.43225795|0.046992593|0.48779306|0.27795231|0.33412594|1.0|0.52622259|0.50277185|0.31823069|0.22732952|0.52649254|0.56432039|0.40294853|0.49719286|0.42154318|0.3596918|0.11292617|0.29833159|0.51570666|0.26265678|1.0|0.53769714|0.4522303|1.0|0.33276594|0.26613113|0.25644925|0.35759518|0.31765148|0.30851927|0.49702111|0.47945094|0.46544725|0.24972805|0.46144873|0.72394657|0.50454295|0.26213455|0.39152431|0.38623112|0.27793634|0.40726471|0.55159533|0.47296065|0.53610808|0.52148968|0.40905958|0.52877283|0.59012926|0.507967|0.26099408|0.41527212|0.48472923|0.61270231|0.49896219|0.29572999|0.1543946|0.45754334|0.43795174|0.55630559|0.27095774|0.5704335|0.53300291|0.28594688|0.63193816|0.56653112|0.4918358|0.56426591|0.51668561|0.56713539|0.6353569|0.29597938|0.3177|0.24037042|0.44137955|0.46160683|0.30825487|0.43682337|0.57613391|0.89781153|0.58899528|0.28849375|0.35411769|0.35873774|0.088748544|0.45872349|0.44270098|0.39452255|0.34504634|0.1205925|0.49068457|0.46398902|0.15848708|0.59728074|0.44780511|0.41466099|0.55326259|0.27050236|0.62953174|0.51351035|0.26960555|0.42545223|0.51279837|0.49376941|0.573282|0.46750259|0.55427903|0.4629834|0.41533595|0.35993582|0.48353654|0.49569005|0.56989479|0.61888641|0.25536311|1.0|0.27223811|0.34001055|0.35201031|0.47894651|0.32805681|0.63922608|0.48425376|0.53123277|0.36973649|0.57129717|0.86955285|0.071860626|0.48470703|0.54902786|0.12725754|0.0|0.59122628
Productos capilares|0.57965231|0.56786442|0.74836648|0.46200985|0.21497324|0.47275823|0.52180409|0.33560601|0.4464545|0.6848557|0.6176824|0.71454942|0.3717249|0.47681427|0.67633736|0.55479932|0.60501009|0.4561013|0.52660418|0.52839935|0.39479905|0.61123395|0.66219389|0.63644612|0.58534396|0.51697916|0.43867183|0.59711659|0.44496936|0.25941586|0.28227401|0.58968657|0.50016701|0.1985895|0.42428726|0.12148921|0.74395752|0.18690725|0.86430824|0.34766769|0.50498825|0.45293045|0.34073976|0.28154612|0.88763654|0.24155568|0.53026962|0.23277348|0.64191848|0.49850363|0.36469045|0.89240742|0.35403416|0.86462772|0.33412594|1.0|0.3884739|0.36610046|0.50982583|0.67614061|0.52649254|0.18049628|0.42767891|0.49719286|0.49539268|0.22928137|0.11292617|0.29833159|0.44625551|0.26265678|0.95273852|0.26002243|0.32584405|1.0|0.52209103|0.26613113|0.25644925|0.29618067|0.12650391|0.71468306|0.34940183|0.63243663|0.30718705|0.24972805|0.46144873|0.5138157|0.50454295|0.26213455|0.27772865|0.48399511|0.24309447|0.28089163|0.50980312|0.48969278|0.36752424|0.52148968|0.40905958|0.68448812|0.40152919|0.507967|0.26099408|0.41527212|0.48472923|0.61270231|0.2847122|0.29572999|0.1543946|0.35523662|0.53126109|0.55630559|0.27095774|0.5704335|0.53300291|0.28594688|0.50923586|0.50632596|0.4918358|0.51261419|0.31783459|0.0|0.24548554|0.72132218|0.91459525|0.24037042|0.44137955|0.58849305|0.30825487|0.43682337|0.41482705|0.79635406|0.42938036|0.82322896|0.84209853|0.53927994|0.89707756|0.5691542|0.35998487|0.39452255|0.42094022|0.1205925|0.49068457|0.46398902|0.71523058|0.43590897|0.44780511|0.58858496|0.37309963|0.27050236|0.3091391|0.51351035|0.26960555|0.42545223|0.331945|0.26286972|0.52412266|0.34545153|0.098571301|0.33242878|0.29758477|0.26052991|0.31913099|0.49569005|0.35566723|0.61888641|0.25536311|1.0|0.36642817|0.28239909|0.35201031|0.66541111|0.0|0.16356033|0.45561701|0.42023358|0.88602555|0.45586497|0.62958014|0.73383534|0.41377079|0.34438968|0.12725754|0.39628175|0.48642403
Productos cárnicos|0.60121775|0.48762894|0.15409207|0.71348602|0.57278764|0.7681514|0.74842918|0.10875016|0.285777|0.28901941|0.60117793|0.759157|0.45593113|0.52715218|0.65252453|0.81646979|0.54495478|0.27895707|0.48502922|0.79929543|0.44706815|0.84455389|0.51141059|0.39020532|0.67703962|0.56590581|0.36799377|0.43077251|0.31778419|0.042688139|0.20089892|0.45083442|0.62187219|0.28790146|0.14930788|0.29610145|0.10133693|0.390728|0.22062162|0.19246504|0.271676|0.6177609|0.4279384|0.24683204|0.095844537|0.036432184|0.30713919|0.65739179|0.47417355|0.15664709|0.31346193|0.27146894|0.31412575|0.1011948|0.42003193|1.0|0.32194635|0.29632539|0.3706077|0.21297848|0.31926042|0.086787105|0.13800225|0.2959637|0.35477927|0.1331533|0.30552888|0.051603436|0.35873464|0.052690305|0.7196002|0.31089267|0.26767376|1.0|0.13091677|0.040604115|0.041170772|0.26070338|0.18417393|0.27265775|0.29660526|0.2982448|0.34443894|0.24972805|0.2479642|0.46873409|0.21465683|0.26213455|0.24955571|0.14405337|0.2203373|0.23816818|0.3502652|0.29591316|0.27766219|0.31595618|0.10897803|0.1506339|0.32613149|0.28383169|0.039965998|0.13014902|0.29473105|0.36612201|0.32916522|0.29572999|0.27636912|0.31662661|0.3576434|0.30819249|0.049767435|0.3205274|0.38724238|0.050659563|0.47485381|0.30337656|0.31981215|0.10064236|0.45780376|0.0|0.38793164|0.224224|0.17415044|0.040479586|0.16153917|0.33598548|0.051946744|0.28944466|0.34503412|0.68346357|0.38704699|0.18986954|0.25158805|0.14709668|0.088748544|0.26478827|0.21975908|0.10115892|0.15054925|0.29374585|0.29913396|0.42977738|0.12568566|0.33254766|0.27832812|0.21693677|0.32866985|0.047777683|0.11789416|0.38543865|0.042476889|0.29994732|0.35948929|0.065107077|0.39581925|0.2815598|0.098571301|0.27168545|0.24619412|0.24060953|0.30146047|0.32022569|0.26248929|0.44566375|0.040917195|1.0|0.48433229|0.23918888|0.35201031|0.1327025|0.70060873|0.26538393|0.24281947|0.28169754|0.26893207|0.39078072|0.46055421|0.22156405|0.6955837|0.06686347|0.45176962|0.17817108|0.40633231
Productos de aseo personal|0.70797455|0.61083627|0.40627995|0.62684935|0.54746997|0.52517837|0.62018025|0.33152571|0.44954756|0.72013259|0.67049932|0.73839223|0.4931128|0.57040495|0.68974185|0.70888495|0.69174427|0.55253589|0.65061605|0.64173543|0.46505308|0.71532625|0.67998934|0.7207948|0.6614821|0.71217036|0.57022738|0.49276465|0.38609734|0.15416598|0.34569815|0.65505445|0.6493147|0.40611354|0.31158137|0.12148921|0.41292924|0.18690725|0.85584438|0.4881736|0.50498825|0.60541922|0.18716183|0.51625001|0.77078307|0.14734888|0.53026962|0.95033365|0.67438507|0.35171267|0.30527341|0.88122058|0.35045874|0.81696427|0.33412594|1.0|0.39673662|0.50277185|0.56764078|0.52034515|0.52649254|0.28912437|0.31804466|0.40813577|0.44430685|0.21944764|0.11292617|0.1887771|0.45145836|0.16058506|0.97018087|0.19947797|0.34459069|1.0|0.60331786|0.15789819|0.15292434|0.31192771|0.49062061|0.64612234|0.40029892|0.3681404|0.35707048|0.24972805|0.30574846|0.52769524|0.50454295|0.26213455|0.29196885|0.49383742|0.44883919|0.34544021|0.69246829|0.48730609|0.28758219|0.53093731|0.40905958|0.33988988|0.44977021|0.507967|0.15428822|0.41527212|0.40545556|0.61270231|0.30003774|0.29572999|0.1543946|0.30342236|0.53391451|0.55630559|0.16525769|0.52291334|0.42564565|0.17926098|0.51963711|0.50632596|0.4918358|0.44551224|0.4741897|0.0|0.42762101|0.84342289|0.69809413|0.15223509|0.44137955|0.31325221|0.18993351|0.43682337|0.30074924|0.80073678|0.45472759|0.77679676|0.81978291|0.42883644|0.94558531|0.29794568|0.33246464|0.39452255|0.48635936|0.1205925|0.49068457|0.14391184|0.73057401|0.47103631|0.44780511|0.31260991|0.4362925|0.65954316|0.21044703|0.43363112|0.1604875|0.42545223|0.331945|0.26286972|0.50652003|0.30786854|0.098571301|0.60090679|0.29494399|0.23778348|0.34065682|0.4028728|0.3997941|0.61888641|0.15298697|1.0|0.42051917|0.65375912|0.35201031|0.57520515|0.68490463|0.22664481|0.45561701|0.43845859|0.86848223|0.44363421|0.71916366|0.75553215|0.35222268|0.34438968|0.61408073|0.51044446|0.50469977
Productos de panadería y molinería|1.0|0.60600948|0.52506977|0.61730367|0.82461512|0.79322028|0.87533057|0.5441916|0.36286485|0.61356664|0.64849639|0.94573158|0.75864065|0.53111494|0.63875037|0.75146013|0.63414675|0.59507966|0.85158545|0.7629447|0.98824739|0.80469418|0.59540999|0.81895012|0.69773531|0.70126355|0.63956934|0.31192204|0.094996363|0.81551278|0.21643928|0.69207728|0.51943898|0.73410255|0.39287135|0.65178996|0.63110948|0.48595995|0.8672812|0.3524684|0.21557367|0.73798072|0.90018493|0.43844959|0.65293109|0.60091722|0.24406099|0.99554324|0.91097462|0.089178972|0.77881968|0.94641697|0.25406396|0.69911981|0.5126875|1.0|0.65982813|0.23355359|0.70402837|0.72492516|0.24951023|0.25157842|0.18271351|0.15378854|0.63912332|0.60761809|1.0|0.36989325|0.67323208|0.80306506|0.55904043|0.85870802|0.52979499|1.0|0.72600389|0.93139672|0.32131112|0.82752764|0.79723716|0.54085326|0.10283369|0.12882741|0.18387674|0.24972805|0.12536027|0.21250732|0.22726841|0.26213455|0.66545576|0.23709527|0.84796238|0.6717214|0.27503663|0.085582569|0.23940548|0.20038274|0.21025605|0.37515461|0.26013345|0.21778125|0.32088518|0.32703704|0.10459487|0.2984511|0.14224315|0.29572999|0.38441801|0.1413382|0.25047934|0.23927993|0.63459516|0.22878823|0.95375884|0.35163552|0.34410053|0.26624477|0.25166547|0.25968328|0.41195133|0.23117776|0.39092243|0.66233218|0.53825444|0.91745514|0.58663774|0.59705371|0.38052481|0.21679905|0.18861011|0.58573997|0.29398775|0.93356609|0.49695805|0.63550389|0.79841208|0.65822601|0.51099318|0.20600829|0.52571291|0.39202622|0.098176509|0.7530849|0.67784655|0.23511231|0.65851325|0.3259635|0.92554766|0.66539121|0.13586369|0.26784384|1.0|0.69544035|0.28817686|0.26286972|0.19182122|0.7994042|0.38629818|0.63741481|0.53246468|0.9468444|0.58724999|0.19949231|0.2181537|0.32278848|0.65055895|1.0|0.34932595|0.77304769|0.35201031|0.07512597|0.68117046|0.17138717|0.055496439|0.21883444|0.57336408|0.27026898|0.60234207|0.8036148|0.59070718|0.36961272|0.45689625|0.27261657|0.33508566
Productos diversos de las industrias químicas.|0.50656307|0.68528265|0.52105689|0.56674021|0.64652205|0.6928972|0.55276763|0.46680427|0.8051585|0.76346296|0.60783511|0.50864708|0.57817364|0.68752897|0.67383611|0.57411784|0.62826037|0.72142768|0.62713033|0.59021068|0.67704546|0.67687738|0.69894052|0.73818481|0.68283552|0.68568301|0.75255406|0.22636136|0.19932631|0.42022747|0.46431026|0.66093218|0.71816039|0.32282969|0.3334142|0.44490355|0.51090968|0.56824768|0.59700024|0.59413654|0.12685016|0.55262125|0.42150873|0.42412412|0.7812885|0.38360271|0.27429563|0.50289834|0.49762332|0.096966147|0.20297755|0.89617443|0.39410087|0.70494175|0.62378931|1.0|0.20380861|0.15326557|0.51577955|0.30320534|0.16466977|1.0|0.62867236|0.13341056|0.16917107|0.46955296|0.46434721|0.4824779|0.20635143|0.64810938|0.44222486|0.29739216|0.14700963|1.0|0.95809603|0.43650401|0.42340213|0.92499077|0.46711916|0.63402408|0.16018991|0.27421659|0.77242267|0.24972805|0.13802582|0.2774294|0.26334038|0.26213455|0.10741374|0.53406972|0.42118201|0.44227201|0.20581149|0.65275747|0.32396239|0.22221194|0.5697183|0.30281234|0.30705872|0.24521412|0.42364606|0.20473194|0.16205379|0.16301012|0.099957362|0.032637641|0.45412219|0.62227464|0.22702482|0.14852905|0.43660247|0.35818344|0.25848845|0.39996022|0.2508727|0.22413962|0.18070549|0.32068381|0.21389237|0.65049684|0.26462144|0.5735271|0.69307649|0.64992386|0.10190883|0.18402615|0.35454124|0.60309601|0.69715035|0.47614399|0.19919679|0.54104626|0.71985078|0.4367975|0.75420594|0.508865|0.11075252|0.10577384|0.59147936|0.46327567|0.20122033|0.62703115|0.77357173|0.2794255|0.12481453|0.11217617|0.26585069|0.43538594|0.45101345|0.18762685|0.32219347|0.042530395|0.19477303|0.46606374|0.13313746|0.49139842|0.487113|0.50417382|0.11132796|0.85784209|0.38429487|0.073322579|0.31635556|0.17278752|0.41797471|1.0|0.13138641|0.78170782|0.35201031|0.45903921|0.72346145|0.75585353|0.16801822|0.25939828|0.69363618|0.20363386|0.51546884|0.76359594|0.12008788|0.21951194|0.62322068|0.25468272|0.21552795
Productos editoriales|0.34108585|0.42261469|0.27901542|0.47181046|0.12836845|0.68434232|0.4463895|0.42841548|0.20571129|0.29733557|0.42076123|0.41186708|0.45294797|0.545699|0.3256647|0.39582366|0.32276201|0.32468522|0.32649189|0.42340022|0.58251804|0.46236882|0.49419624|0.25853941|0.57775009|0.2838017|0.27513823|0.59711659|0.54141617|0.55804682|0.57337129|0.47982129|0.4343363|0.55961871|0.60627532|0.46389222|0.2483027|0.73621225|0.43126363|0.36215031|0.50498825|0.53774953|0.68007261|0.32908159|0.5596987|0.50400501|0.53026962|0.88621914|0.51464593|0.35984141|0.4548654|0.52202451|0.4138827|0.42082649|0.40547729|1.0|0.52622259|0.50277185|0.4141643|0.49272043|0.52649254|0.3969948|0.40629181|0.49719286|0.49539268|0.3052794|0.29872939|0.62580806|0.40611318|0.52821368|1.0|0.45921689|0.4522303|1.0|0.22987649|0.57784766|0.55778861|0.37736186|0.35807967|0.53091735|0.49702111|0.46541196|0.54504567|0.24972805|0.38849309|0.44691616|0.50454295|0.26213455|0.32221949|0.34831235|0.51734287|0.30348843|0.47862452|0.53952074|0.52173978|0.57872677|0.49572971|0.61322814|0.54633558|0.507967|0.56231791|0.21201178|0.48472923|0.61270231|0.39037487|0.29572999|0.5508287|0.3606554|0.57214797|0.55630559|0.57293844|0.44933611|0.44180638|0.57978678|0.63193816|0.46535224|0.38143894|0.60043883|0.60435402|0.4317947|0.66640228|0.55712426|0.59918857|0.51180005|0.44137955|0.46160683|0.65605891|0.52813625|0.55266094|0.89781153|0.52455938|0.58514476|0.52575886|0.291114|0.69326007|0.37432924|0.44270098|0.47638226|0.29512879|0.60571456|0.49068457|0.20663585|0.61899859|0.58319414|0.36903226|0.40053442|0.46079212|0.55901808|0.54271048|0.42258102|0.57566518|0.33333129|0.42275083|0.53329867|0.53207409|0.35116535|0.531524|0.39173716|0.32229561|0.38519606|0.49444324|0.44068515|0.55808449|0.60464203|0.55436337|1.0|0.50925225|0.51733345|0.35201031|0.43819505|0.88542223|0.56889653|0.55030358|0.52137321|0.30458438|0.58855665|0.94694602|0.60277814|0.42620343|0.59900653|0.43836087|0.57280397|0.57036942
