Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Guata|0.24011764|0.25326592|0.26730812|0.38680577|0.40937364|0.45391756|0.42091525|0.37546754|0.32434499|0.53170145|0.42371833|0.39298946|0.3767994|0.36408353|0.61750627|0.33014196|0.43268386|0.43647343|0.29521483|0.51004487|0.4569006|0.41308036|0.61608261|0.13215332|0.42538801|0.35367349|0.44893339|0.59711659|0.54141617|0.25941586|0.42565882|0.45639583|0.31670454|0.49164283|0.54713255|0.28860596|0.259022|0.38285291|0.33858711|0.29257065|0.50498825|0.41855898|0.34073976|0.37624905|0.35732436|0.24155568|0.53026962|0.64147747|0.48569894|0.49850363|0.48791677|0.30810785|0.47204831|0.44964814|0.33412594|1.0|0.52622259|0.50277185|0.28497419|0.18650836|0.52649254|0.42949677|0.248807|0.49719286|0.49539268|0.28213423|0.29872939|0.29833159|0.51570666|0.26265678|0.83183646|0.44371283|0.4522303|1.0|0.21445613|0.26613113|0.25644925|0.36337793|0.31765148|0.30851927|0.49702111|0.47945094|0.4439303|0.24972805|0.46144873|0.50332278|0.50454295|0.26213455|0.39152431|0.30046517|0.33022758|0.40726471|0.55159533|0.5039956|0.44236243|0.54646063|0.40905958|0.26895875|0.4287194|0.507967|0.26099408|0.41527212|0.34774727|0.61270231|0.49896219|0.29572999|0.1543946|0.29386261|0.50986749|0.55630559|0.27095774|0.5704335|0.53300291|0.28594688|0.63193816|0.55636382|0.4918358|0.46549776|0.49515152|0.0|0.31272048|0.44391584|0.29370081|0.24037042|0.44137955|0.46160683|0.30825487|0.43682337|0.44075668|0.89781153|0.54979718|0.46552768|0.35411769|0.23923445|0.35092533|0.33220449|0.39169148|0.39452255|0.24852437|0.28511438|0.49068457|0.070543379|0.10867058|0.50045764|0.44780511|0.39265805|0.52273893|0.27050236|0.57750553|0.51351035|0.26960555|0.42545223|0.51279837|0.26286972|0.573282|0.36226216|0.41158804|0.4629834|0.34269059|0.37125236|0.43739396|0.41983223|0.45511895|0.66193515|0.25536311|1.0|0.42051917|0.32743493|0.35201031|0.4452709|0.32805681|0.54649949|0.50579834|0.32756236|0.36973649|0.52059627|0.94694602|0.23600173|0.48470703|0.54902786|0.12725754|0.53286535|0.48642403
Herbicidas|0.25883928|0.084008127|0.018930223|0.052539688|0.27669594|0.29606092|0.27899075|0.076555341|0.19182572|0.51834559|0.17078713|0.12319405|0.2697686|0.12768809|0.22909522|0.11251764|0.064456098|0.30371022|0.29747564|0.75485694|0.61419487|0.15057178|0.32116285|0.65719134|0.18820506|0.2476746|0.4894087|0.098727413|0.11106257|0.25941586|0.12887801|0.29429996|0.16727874|0.23079565|0.29802009|0.45384976|0.066607833|0.57942247|0.45449728|0.079390481|0.076033242|0.30420804|0.066023797|0.068388343|0.66419744|0.79159349|0.086073697|0.70963478|0.055374317|0.013311531|0.089479409|0.4758569|0.10495843|0.51204467|0.088749439|1.0|0.1027323|0.091079034|0.03819124|0.18910892|0.10030223|0.31524971|0.13055703|0.10776769|0.08204563|0.25140589|0.47626647|0.29833159|0.099327192|0.26265678|0.27542922|0.14771849|0.07893835|1.0|0.76352644|0.26613113|0.25644925|0.49653426|0.10900804|0.73950469|0.025805401|0.0|0.15046155|0.24972805|0.074486285|0.2882559|0.06937281|0.26213455|0.015058782|0.040191468|0.46543646|0.19624862|0.09112668|0.057266161|0.097324081|0.067065939|0.075281501|0.23350628|0.10871454|0.075885639|0.26099408|0.10111214|0.089889862|0.13610266|0.085219167|0.29572999|0.49468365|0.021869401|0.066140033|0.089843571|0.27095774|0.15367833|0.079887941|0.28594688|0.11553949|0.12493671|0.07604941|0.10464583|0.17920487|0.38678709|0.24548554|0.74178904|0.70426536|0.56740141|0.073996894|0.10051163|0.30825487|0.07429193|0.15442535|0.33008114|0.075269595|0.6190418|0.6420722|0.05972793|0.71446228|0.099737734|0.085917182|0.072020784|0.08457797|0.46948695|0.11406693|0.36349088|0.76215184|0.087744556|0.090635046|0.025218021|0.14072953|0.27050236|0.22165853|0.078767121|0.26960555|0.053431571|0.10027689|0.40757811|0.118494|0.08019872|0.41158804|0.098658077|0.050702985|0.50943029|0.14787188|0.1124725|0.090207651|0.11269358|0.25536311|1.0|0.42051917|0.44457132|0.35201031|0.14207017|0.5388006|0.34267709|0.13471773|0.075301595|0.76326162|0.093061686|0.30999827|0.52177292|0.012978021|0.14570186|0.12725754|0.077653751|0.12462976
Herramientas|0.48245433|0.36653984|0.49962342|0.52946544|0.79826021|0.47649658|0.63424844|0.460987|0.59101593|0.71044731|0.51688528|0.56279308|0.65295678|0.64706624|0.60991263|0.62060499|0.50562227|0.67941737|0.57472765|0.63859069|0.50056642|0.5776608|0.68772769|0.67353952|0.62727225|0.66064417|0.70623422|0.38814449|0.26059082|0.38460445|0.49037486|0.75313568|0.64636314|0.47098914|0.34564865|1.0|0.39936784|0.54598165|0.62174118|0.53233433|0.7548821|0.53527677|0.49240547|0.43301335|0.65972042|0.90711427|0.22271827|0.72992504|0.38910061|0.77296257|0.33887219|0.74318385|0.68985492|0.71247655|0.65202165|1.0|0.24978134|0.22082239|0.4601261|0.41305798|0.27784738|0.70379841|0.89854336|0.61112785|0.32255664|0.55798137|0.69660449|0.25201067|0.23170592|0.94761658|0.6483866|0.66515774|0.2208005|1.0|0.66145897|0.40075594|0.3914203|0.75976825|0.70302206|0.8699367|0.19637129|0.50048053|0.67513788|0.65917253|0.17933273|0.29064089|0.21694782|0.26213455|0.51960099|0.30517548|0.7638911|0.59798521|0.32948738|0.62802947|0.71167141|0.31342104|0.74047935|0.57316077|0.3579227|0.3393454|1.0|0.26592016|0.25428715|0.7909708|0.31476292|0.29572999|0.51744157|0.66968393|0.33206242|0.36146811|0.40199676|0.43255579|0.33849478|0.42610586|0.42378533|0.37842298|0.73433775|0.28046703|0.57575864|0.39684287|0.50684685|0.81464636|0.93126023|0.83901215|0.64663702|0.73313677|0.25309747|0.68801773|0.66548073|0.68048704|0.20182382|0.58290136|0.92523873|0.68310034|0.78882021|0.58083266|0.5853712|0.5915767|0.49252898|0.4405241|0.60708153|0.67335373|0.74632645|0.36229032|0.55808216|0.50449467|0.39095017|0.71005577|0.41612342|0.34206095|0.22241347|0.53302789|0.41016471|0.45826954|0.37310439|0.7458719|0.36754203|0.67473221|0.49449605|0.82964945|0.57216191|0.17091684|0.40238512|0.41189924|0.38435492|1.0|0.52542371|0.74273825|0.35201031|0.598548|0.90519851|0.8877244|0.65212214|0.70038021|0.71120793|0.35166419|0.84954053|0.66795129|0.57118124|0.45330626|0.61943269|0.73622179|0.45620316
Hierbas aromáticas|0.44347152|0.33824116|0.58240402|0.26694381|0.25162411|0.41151002|0.30756798|0.68734056|0.31064889|0.43894094|0.22931021|0.52360529|0.49548465|0.28544021|0.23168708|0.38512301|0.40320581|0.7068544|0.28994983|0.32263392|0.37463835|0.57021731|0.26906964|0.18863833|0.28607577|0.58709407|0.28344953|0.35121799|0.26940864|0.41134083|0.45378429|0.38188946|0.43946737|0.25978959|0.25114504|0.21892872|0.81293142|0.43665668|0.24059871|0.45669657|0.36155859|0.25204891|0.42454892|0.22885054|0.32018149|0.37568873|0.28673238|0.18606891|0.62046343|0.35462892|0.25414959|0.29408598|0.15277636|0.45704201|0.66415429|1.0|0.40783593|0.36830536|0.50202924|0.80775112|0.39435643|0.33500314|0.45028847|0.3786276|0.28745618|0.69895494|0.36141336|0.47253814|0.32870924|0.4040727|0.61185092|0.15589958|0.33088404|1.0|0.61196697|0.42813703|0.41434395|0.20052789|0.2742933|0.21238914|0.37714168|0.19805568|0.32799122|0.24972805|0.32834238|0.48410553|0.36438555|0.26213455|0.26105064|0.22875342|0.18326272|0.21414584|0.28533101|0.33103657|0.3915711|0.36247429|0.18169343|0.21226585|1.0|0.37251952|0.20440122|0.2498669|0.35766932|0.46764714|0.1732405|0.29572999|0.24036032|0.31912941|0.39116025|0.40196681|0.4274309|0.38516068|0.35962844|0.39663044|0.38600487|0.33972779|0.31015325|0.47554305|0.16555694|0.2497755|0.49467963|0.18299824|0.25753194|0.38309875|0.3181318|0.62098408|0.49153173|0.18163462|0.51230234|0.6397146|0.32714355|0.55954182|0.42465934|0.47656643|0.14562662|0.27790749|0.31386736|0.73931897|0.69192326|0.31532493|0.78179556|0.36349088|0.34291306|0.38401908|0.32908511|0.61098182|0.27137017|0.31594092|0.48976594|0.29603347|0.43618274|0.20671533|0.293127|0.37339693|0.86622345|0.23640613|0.0|0.33472568|0.89051551|0.12969796|0.2109462|0.29847151|0.39720902|0.28938043|0.40904599|1.0|0.40046182|0.16740906|0.35201031|0.22164664|0.5091368|0.42714536|0.30963156|0.36913854|0.52989578|0.18051422|0.51029497|0.071860626|0.22522351|0.20347407|0.12725754|0.3380509|0.32677895
Hierro y acero|0.52360529|0.25072858|0.40132269|0.158687|0.65927804|0.54634392|0.63741106|0.62692261|0.55259454|0.58439559|0.59528148|0.54394591|0.50493443|0.65258813|0.68244725|0.61226189|0.65543121|0.56133384|0.53157288|0.67694342|0.39891225|0.54324055|0.68287295|0.43229401|0.62448257|0.62313461|0.71820819|0.59711659|0.41813511|0.25941586|0.56309462|0.56232554|0.60438037|0.49164283|0.41086081|0.52644587|0.53191161|0.69554704|0.64724576|0.43228367|0.72689617|0.50048143|0.34073976|0.49016887|0.64690483|0.60951442|0.41645622|0.56346333|0.40607595|0.34891999|0.48791677|0.49993926|0.65757442|0.66112089|0.46339989|1.0|0.4153176|0.37078899|0.28281409|0.34104162|0.52649254|0.42949677|0.35217267|0.35116127|0.49539268|0.42855787|0.76060206|0.10967158|0.4308823|0.26265678|0.83183646|0.50034052|0.35177165|1.0|0.64317214|0.26613113|0.25644925|0.61415207|0.5806241|0.61701548|0.3801997|0.52635467|0.62506491|0.6558587|0.34779695|0.56352079|0.50454295|0.26213455|0.30894023|0.41879934|0.56932843|0.24219553|0.68054432|0.68554711|0.39989686|0.50729573|0.40905958|0.63747406|0.49318987|0.507967|0.26099408|0.41527212|0.68243074|0.47267583|0.42917937|0.29572999|0.7639541|0.56769013|0.49263734|0.55630559|0.27095774|0.40714973|0.53300291|0.28594688|0.63193816|0.42952755|0.4918358|0.37788492|0.57303303|0.73244345|0.6353569|0.49490359|0.75789052|0.6544084|0.59687787|0.29026479|0.30825487|0.65857363|0.45055574|0.89781153|0.46450886|0.61201513|0.48454517|0.40975386|0.35840321|0.35621136|0.76490891|0.64370209|0.23064294|0.57452661|0.35978839|0.46398902|0.60188699|0.59728074|0.32667547|0.52757108|0.49991459|0.27050236|0.49957517|0.51351035|0.26960555|0.56350094|0.51279837|0.47040063|0.4924719|0.31496137|0.098571301|0.56922877|0.58273405|0.59819907|0.37533033|0.25443929|0.38987657|0.58063018|0.25536311|1.0|0.27223811|0.57602394|0.35201031|0.35244676|1.0|0.47410762|0.40386507|0.51515287|0.4555639|0.49338815|0.83462811|0.47608876|0.63823122|0.3877649|0.12725754|0.51044446|0.59122628
Hilados|0.67878908|0.64241397|0.55792892|0.18226793|0.62206149|0.24627551|0.43926096|0.73956406|0.56589544|0.6639694|0.49366179|0.37966001|0.41226727|0.47442275|0.41045076|0.29615086|0.36242598|0.88308012|0.46366802|0.50453085|0.54169554|0.35935763|0.6018517|0.57396942|0.56285709|0.44295621|0.71102953|0.41175038|0.24036345|0.4443301|0.49548873|0.51786661|0.53319478|0.47338289|0.50166744|0.49451914|0.62832439|0.62022483|0.56667686|0.17620151|0.34061158|0.33189538|0.55885452|0.15179984|0.74802399|0.40597439|0.37882102|0.74088871|0.42921203|0.28003079|0.38580528|0.3712787|0.2235295|0.51960158|0.1807413|0.0|0.2533195|0.24135914|0.62972909|0.51725435|0.38023525|0.50273466|0.37008026|0.29835999|0.34742028|0.31343067|0.51412141|0.50594598|0.23863816|0.42893112|0.68038052|0.4353686|0.26275796|1.0|0.45695001|0.46262822|0.44596052|0.32859728|0.50313401|0.63109171|0.25573382|0.301754|0.091639452|0.24972805|0.23052552|0.43201479|0.35139111|0.26213455|0.14151417|0.66057658|0.48724061|0.1762968|0.36389479|0.31087545|0.4028073|0.34029388|0.29323813|0.58354557|0.36029792|0.24978063|0.45226592|0.27894136|0.24699375|0.44313523|0.33667335|0.29572999|0.2963205|0.51153117|0.3703267|0.37982547|0.4573687|0.36149392|0.36229268|0.46979749|0.45354664|0.42385283|0.34847426|0.44288349|0.42090636|0.41548148|0.52624166|0.76444209|0.66377604|0.40646973|0.75695342|0.25160027|0.52880454|0.2080196|0.27230772|0.70702487|0.39468533|0.51737726|0.46588352|0.56387955|0.49314624|0.24572009|0.80976653|0.28466794|0.22775447|0.51482755|0.24325515|0.51391411|0.57925689|0.3813639|0.26564246|0.20423926|0.45204905|0.45839429|0.50785679|0.36280602|0.46191153|0.17671254|0.43597776|0.44757897|0.26089606|0.28707865|0.52773714|0.24929729|0.52744687|0.35153967|0.080772802|0.19059461|0.38487455|0.41488525|0.4400526|1.0|0.32754076|0.48748383|0.35201031|0.51277292|0.56176686|0.42959863|0.4619686|0.34737733|0.58609575|0.051616244|0.80342633|0.71868944|0.2379172|0.47717875|0.26989123|0.46275893|0.46754256
Industria del tabaco|0.93767512|0.44440162|0.31472623|0.66976237|0.34594846|0.25163221|0.37643325|0.17960951|0.66634727|0.33216542|0.79450345|0.79757607|0.6185174|0.54862624|0.52300477|0.52459705|0.41448247|0.27596|0.4066624|0.9253341|0.59463036|0.5219022|0.11624362|0.42076617|0.66378498|0.64778465|0.16524227|0.098727413|0.41081545|0.25941586|0.21356514|0.20916963|0.60665965|0.061196722|0.17099625|0.27381635|0.45913288|0.35827887|0.17505962|0.090429664|0.37556833|0.52450693|0.14566484|0.21963322|0.18212536|0.24155568|0.40646482|0.0|0.5419817|0.31930393|0.031512108|0.27836809|0.033447519|0.18295887|0.0|1.0|0.42053252|0.37983629|0.19060808|0.12105829|0.405972|0.086787105|0.346982|0.39415854|0.017012538|0.2403862|0.27378279|0.29833159|0.077880383|0.26265678|0.19354215|0.019467376|0.33808747|1.0|0.28824151|0.26613113|0.25644925|0.0|0.018840138|0.13330308|0.38891292|0.24889329|0.28186893|0.24972805|0.34200287|0.27968413|0.37564135|0.26213455|0.26847246|0.18039036|0.28213584|0.24453664|0.010985126|0.32089186|0.29289883|0.34521222|0.021132329|0.10409874|0.2998457|0.38423678|0.26099408|0.0|0.36911553|0.48247239|0.085219167|0.29572999|0.1543946|0.20153695|0.092041567|0.41559392|0.27095774|0.38809675|0.4004817|0.061552308|0.088597536|0.056158964|0.021781281|0.11942916|0.054444149|0.0|0.092394628|0.049481682|0.18163908|0.24037042|0.33087221|0.3385604|0.30825487|0.18706128|0.35479891|0.27323976|0.091274694|0.15461457|0.27186379|0.22831938|0.44461221|0.256345|0.32351363|0.019899547|0.21283439|0.26947913|0.32711673|0.070543379|0.12312272|0.35335952|0.2172692|0.2072852|0.057692882|0.27050236|0.17130962|0.019544175|0.26960555|0.094342336|0.054954983|0.023069859|0.055715665|0.27909571|0.098571301|0.34725198|0.21352328|0.017285034|0.10247722|0.10132612|0.27281016|0.095058888|0.25536311|1.0|0.34932595|0.21514674|0.35201031|0.28015187|0.16917366|0.20823497|0.062671095|0.33294132|0.30689657|0.072956622|0.1551796|0.40380538|0.042836428|0.0|0.12725754|0.3070398|0.072386742
Insecticidas|0.3439858|0.21856076|0.016585959|0.18894148|0.3933945|0.44321734|0.4043107|0.070274398|0.22212759|0.4581877|0.23545411|0.21037582|0.13170938|0.10888714|0.28488386|0.29388791|0.1302844|0.362001|0.28557003|0.4841947|0.54803139|0.24302724|0.16580327|0.60336363|0.15236527|0.24991658|0.50987196|0.098727413|0.11106257|0.089370459|0.10030006|0.24711725|0.26400656|0.23079565|0.29802009|0.37062943|0.43713272|0.57942247|0.50626123|0.54239815|0.076033242|0.46983355|0.13908896|0.027457286|0.50622845|0.082986228|0.086073697|0.68182266|0.13645253|0.010244231|0.074690595|0.73174047|0.70375043|0.4930768|0.088749439|1.0|0.1027323|0.091079034|0.033639789|0.27735823|0.10030223|0.31524971|0.38813761|0.10776769|0.078446716|0.013490181|0.47626647|0.11496916|0.099327192|0.10104816|0.27542922|0.13838337|0.07893835|1.0|0.77046561|0.091630623|0.087034374|0.63720042|0.10900804|0.7421841|0.028167941|0.25680998|0.070293151|0.24972805|0.074486285|0.252152|0.06937281|0.26213455|0.61113715|0.042777784|0.42408094|0.019958016|0.085916251|0.059649169|0.084364831|0.06943582|0.075281501|0.23350628|0.10871454|0.075885639|0.087042525|0.08251024|0.089889862|0.13610266|0.085219167|0.29572999|0.49468365|0.50925791|0.070003554|0.089843571|0.096443877|0.15367833|0.079887941|0.12541261|0.11553949|0.12493671|0.07604941|0.10464583|0.1609204|0.38678709|0.24548554|0.60891902|0.78620839|0.087516308|0.073996894|0.10051163|0.11377664|0.07429193|0.13424392|0.33008114|0.079166576|0.64562166|0.74912435|0.031868566|0.77231759|0.099737734|0.085917182|0.072020784|0.037598096|0.46948695|0.11406693|0.36349088|0.72439754|0.077640221|0.090635046|0.66691732|0.14072953|0.097861148|0.24162641|0.078767121|0.093715586|0.057393663|0.10027689|0.20050098|0.10997907|0.08019872|0.41158804|0.098658077|0.02734546|0.13506433|0.0774142|0.64966381|0.074544221|0.11269358|0.085745431|1.0|0.42051917|0.30178785|0.35201031|0.14457171|0.5388006|0.21564597|0.13220713|0.066172287|0.6040678|0.093061686|0.30999827|0.68274832|0.048010193|0.10892482|0.12725754|0.091107205|0.12462976
Instrumentos musicales, sus partes y accesorios|0.19647038|0.41715375|0.53779423|0.52273977|0.30764019|0.59926784|0.33896643|0.16511926|0.20792945|0.31546116|0.25436041|0.26907751|0.39075989|0.29582912|0.29250884|0.26482052|0.21542996|0.28511524|0.24517557|0.32597831|0.29557437|0.33303612|0.36850452|0.28563476|0.22876894|0.2645517|0.29214185|0.18738846|0.15967944|0.37699282|0.31730708|0.23732786|0.35031578|0.38069534|0.39534745|0.12148921|0.086296909|0.18690725|0.20514704|0.064818874|0.19695343|0.41109127|0.48208374|0.1022518|0.16464025|0.3549574|0.22530198|0.12113501|0.28768718|0.22113352|0.21369386|0.11506522|0.2058087|0.21975428|0.45738596|1.0|0.23172714|0.21546383|0.128095|0.17507033|0.22913802|0.17796506|0.26556343|0.137712|0.20499843|0.18312669|0.11292617|0.44060665|0.24119702|0.37808704|0.48458982|0.29987812|0.18909872|1.0|0.16420767|0.39266267|0.38366249|0.18929224|0.14467531|0.2633146|0.21174604|0.13431442|0.10173187|0.24972805|0.18669534|0.2191107|0.19995223|0.26213455|0.15691578|0.12792571|0.45566028|0.089925617|0.21068871|0.16790521|0.24200875|0.17467374|0.16611117|0.31783271|0.25773996|0.19507568|0.38018534|0.094893873|0.21231768|0.27204698|0.21792743|0.29572999|0.30685595|0.095440075|0.18949141|0.21952067|0.39849004|0.31181979|0.20707193|0.41697994|0.28295758|0.24579088|0.21166299|0.29117143|0.37303376|0.24062751|0.2880263|0.19762561|0.12751544|0.35615256|0.19216874|0.23173234|0.45163137|0.17099597|0.26956528|0.51521057|0.23799619|0.13446991|0.15807602|0.097755983|0.038651958|0.1501918|0.20616724|0.1716589|0.10649161|0.1205925|0.15985347|0.20406272|0.061177976|0.20526659|0.12764294|0.16729905|0.25308412|0.39935309|0.47703332|0.21689165|0.40496826|0.15544812|0.22577605|0.39758292|0.26690191|0.1828098|0.24829593|0.12368228|0.14709997|0.24569871|0.53352773|0.11563814|0.2258876|0.26909921|0.37670746|1.0|0.014002778|0.16483736|0.35201031|0.19719061|0.57444286|0.49100211|0.23974806|0.18662672|0.18305469|0.23839626|0.65661454|0.32023156|0.23090082|0.31626055|0.12725754|0.34998488|0.298334
Instrumentos, aparatos y prótesis|0.69707394|0.78540862|0.66880679|0.65703195|0.75279164|0.7874248|0.74149764|0.25245577|0.70001054|0.77414489|0.78662133|0.87493724|0.77883995|0.75181997|0.77386272|0.74926114|0.7428838|0.76460922|0.745682|0.66920877|0.80448067|0.8413831|0.76850837|0.82451516|0.78126788|0.81749105|0.77955794|0.39978644|0.17605239|0.54763508|0.57717514|0.77780867|0.90823865|0.52834463|0.58235502|0.49665919|0.41558969|0.72633052|0.75005174|0.40988898|0.23716785|0.74812591|0.66630292|0.43070751|0.43284121|0.4955993|0.25473428|0.57948071|0.39977175|0.56612533|0.65107274|0.49497145|0.23395158|0.62673438|0.50443602|0.22658081|0.26303756|0.65123075|0.50570655|0.47841197|0.24735373|0.49235743|0.60585994|0.5820936|0.33490396|0.6235131|0.27122247|0.61398554|0.22395456|0.52166229|0.66617453|0.39039138|0.69565785|0.22099155|0.47300929|0.56667411|0.54714334|0.70789075|0.57810152|0.67963171|0.60445023|0.42266291|0.25747624|0.24972805|0.69673336|1.0|0.12575634|0.26213455|0.68076181|0.60753369|0.48985189|0.54041338|0.23071131|0.31327185|0.74270093|0.33545586|0.28019643|0.57983589|0.4396522|0.65992671|0.55184132|0.48589185|0.60872155|0.3202076|0.31748575|0.019353902|0.81176829|0.68967068|0.33756304|0.045771517|0.56214416|0.36408544|0.3467434|0.56890482|0.25813711|0.47537929|0.26335889|0.49104834|0.59398097|0.49853769|0.5640192|0.64902496|0.7821846|0.50363976|0.53040689|0.18160254|0.64591551|0.68180656|0.35823491|0.6934793|0.37206554|0.78424972|0.47846514|0.55425346|0.68652225|0.71011102|0.19873577|0.65728319|0.55273777|0.50617659|0.66268992|0.5312894|0.64799774|0.3954342|0.18343733|0.55017328|0.37838596|0.55254585|0.83551073|0.22000788|0.56483698|0.47771573|0.44337007|0.56087947|0.2909542|0.71757936|0.58550596|0.52599907|0.82568854|0.54950643|0.5683378|0.18194374|0.50349653|0.43425536|0.54389524|0.3191222|0.5414117|0.68348289|0.86959374|0.68609929|0.91315413|0.50653791|0.33648607|0.37192059|0.62517715|0.38263384|0.89470756|0.48208845|0.29881093|0.76635778|0.12725754|0.56600541|0.95479274
Insumos|0.55186379|0.57436144|0.38245097|0.10939071|0.35778433|0.1244486|0.27673787|0.32767409|0.30846885|0.52872944|0.53670496|0.30844119|0.2131924|0.33408409|0.37268251|0.31794041|0.44133157|0.78470248|0.34869874|0.44234127|0.33573699|0.38235718|0.43609148|0.3492009|0.60163939|0.42923096|0.36307591|0.59711659|0.54141617|0.34726647|0.55182672|0.38926643|0.40523064|0.46376505|0.43574157|0.35952884|0.36967522|0.46497566|0.61653244|0.47878587|0.50498825|0.29485083|0.4143202|0.29760176|0.74031091|0.32481417|0.53026962|0.57647485|0.21568373|0.49850363|0.44247603|0.55396444|0.48045382|0.75254786|0.33412594|1.0|0.52622259|0.50277185|0.386879|0.43451342|0.52649254|0.32421699|0.75560379|0.49719286|0.56540155|0.51866549|0.38905784|0.40481374|0.51570666|0.34701821|0.89446938|0.44743064|0.36550075|1.0|0.44682723|0.35867122|0.35112593|0.36646533|0.27967888|0.79956245|0.49702111|0.42004359|0.38325354|0.24972805|0.46144873|0.56956518|0.50454295|0.26213455|0.62420917|0.51300389|0.5914132|0.25862223|0.75649482|0.42962623|0.51023817|0.43582016|0.40905958|0.52877283|0.46406853|0.507967|0.34811345|0.41527212|0.48472923|0.61270231|0.47519827|0.29572999|0.46227866|0.3389793|0.53639245|0.55630559|0.36553615|0.5704335|0.53300291|0.38474363|0.63193816|0.54878438|0.4918358|0.49872881|0.58655488|0.14698276|0.57756686|0.75328135|0.71585739|0.32494485|0.44137955|0.35425845|0.4144828|0.43682337|0.49032357|0.89781153|0.48426282|0.50158632|0.5190444|0.50352085|0.47732097|0.45872349|0.32988468|0.6517027|0.26306391|0.37357667|0.49068457|0.38805866|0.66501725|0.5641861|0.35316059|0.27901432|0.46458578|0.36415425|0.5251143|0.51351035|0.37192789|0.42545223|0.54195678|0.46236971|0.73336828|0.37924609|0.44907612|0.40986258|0.32565808|0.37711364|0.71715999|0.30149677|0.54760915|0.5221799|0.34465176|1.0|0.27223811|0.50929618|0.35201031|0.32845795|0.32805681|0.54649949|0.38909721|0.50305122|0.57013178|0.59237927|0.82325041|0.37766784|0.57644629|0.49525771|0.12725754|0.39628175|0.59122628
