|Posición|Descripcion|conc
4297|690220|"Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios, ..."""|"690220 - Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios, ..."""
4298|690290|"Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios ..."""|"690290 - Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios ..."""
4299|690310|Retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas y ...|690310 - Retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas y ...
4300|690320|"Retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas y ..."""|"690320 - Retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas y ..."""
4301|690390|"Retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas y ..."""|"690390 - Retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas y ..."""
4302|690410|Ladrillos de construcción (exc. de harinas silíceas fósiles o de tierras silíceas análogas, ...|690410 - Ladrillos de construcción (exc. de harinas silíceas fósiles o de tierras silíceas análogas, ...
4303|690490|Bovedillas, cubrevigas y artículos simil., de cerámica (exc. productos de harinas silíceas ...|690490 - Bovedillas, cubrevigas y artículos simil., de cerámica (exc. productos de harinas silíceas ...
4304|690510|Tejas|690510 - Tejas
4305|690590|Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectónicos u artículos simil., ...|690590 - Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectónicos u artículos simil., ...
4306|690600|Tubos, canalones y accesorios de tubería, de cerámica|690600 - Tubos, canalones y accesorios de tubería, de cerámica
4307|690710|Plaquitas, cubos, dados u artículos simil., de cerámica, incl. de forma distinta de la cuadrada ...|690710 - Plaquitas, cubos, dados u artículos simil., de cerámica, incl. de forma distinta de la cuadrada ...
4308|690721|Baldosas y losas para pavimentos, chimeneas o muros, de un coeficiente de absorción de agua ...|690721 - Baldosas y losas para pavimentos, chimeneas o muros, de un coeficiente de absorción de agua ...
4309|690722|Baldosas y losas para pavimentos, chimeneas o muros, de un coeficiente de absorción de agua ...|690722 - Baldosas y losas para pavimentos, chimeneas o muros, de un coeficiente de absorción de agua ...
4310|690723|Baldosas y losas para pavimentos, chimeneas o muros, de un coeficiente de absorción de agua ...|690723 - Baldosas y losas para pavimentos, chimeneas o muros, de un coeficiente de absorción de agua ...
4311|690730|cubos de mosaico de cerámica y similares, incluso sobre soporte o no (excl. cerámica refractaria ...|690730 - cubos de mosaico de cerámica y similares, incluso sobre soporte o no (excl. cerámica refractaria ...
4312|690740|la cerámica de acabado (excl. refractario)|690740 - la cerámica de acabado (excl. refractario)
4313|690790|Placas y baldosas, de cerámica, sin barnizar ni esmaltar, para pavimentación o revestimiento ...|690790 - Placas y baldosas, de cerámica, sin barnizar ni esmaltar, para pavimentación o revestimiento ...
4314|690810|Plaquitas, cubos, dados u artículos simil., de cerámica, para mosaicos, barnizados o esmaltados, ...|690810 - Plaquitas, cubos, dados u artículos simil., de cerámica, para mosaicos, barnizados o esmaltados, ...
4315|690890|Placas y baldosas, de cerámica, para pavimentación o revestimiento, barnizadas o esmaltadas ...|690890 - Placas y baldosas, de cerámica, para pavimentación o revestimiento, barnizadas o esmaltadas ...
4316|690911|Aparatos y artículos de porcelana, para usos químicos o demás usos técnicos (exc. productos ...|690911 - Aparatos y artículos de porcelana, para usos químicos o demás usos técnicos (exc. productos ...
4317|690912|Artículos de cerámica con una dureza >= 9 en la escala de Mohs, para usos químicos o demás ...|690912 - Artículos de cerámica con una dureza >= 9 en la escala de Mohs, para usos químicos o demás ...
4318|690919|Aparatos y artículos de cerámica, para usos químicos o demás usos técnicos (exc. de porcelana, ...|690919 - Aparatos y artículos de cerámica, para usos químicos o demás usos técnicos (exc. de porcelana, ...
4319|690990|Abrevaderos, pilas y recipientes simil., de cerámica, para uso rural; cántaros y recipientes ...|690990 - Abrevaderos, pilas y recipientes simil., de cerámica, para uso rural; cántaros y recipientes ...
4320|691010|"Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""|"691010 - Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""
4321|691090|"Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""|"691090 - Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""
4322|691110|Artículos para servicio de mesa o cocina, de porcelana (exc. objetos de adorno; cántaros, bombonas ...|691110 - Artículos para servicio de mesa o cocina, de porcelana (exc. objetos de adorno; cántaros, bombonas ...
4323|691190|Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana (exc. artículos ...|691190 - Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana (exc. artículos ...
4324|691200|Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica (excepto de porcelana)|691200 - Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica (excepto de porcelana)
4325|691310|Estatuillas y demás artículos para adorno, de porcelana, n.c.o.p.|691310 - Estatuillas y demás artículos para adorno, de porcelana, n.c.o.p.
4326|691390|Estatuillas y demás artículos para adorno, de cerámica distinta de la porcelana, n.c.o.p.|691390 - Estatuillas y demás artículos para adorno, de cerámica distinta de la porcelana, n.c.o.p.
4327|691410|Manufacturas de porcelana, n.c.o.p.|691410 - Manufacturas de porcelana, n.c.o.p.
4328|691490|Manufacturas de cerámica (excl. porcelamica o china)|691490 - Manufacturas de cerámica (excl. porcelamica o china)
4329|700100|Vidrio y otros desperdicios y desechos de vidrio; vidrio en masa (exc. vidrio en polvo, gránulos ...|700100 - Vidrio y otros desperdicios y desechos de vidrio; vidrio en masa (exc. vidrio en polvo, gránulos ...
4330|700210|Vidrio en bolas, sin trabajar (exc. microesferas de vidrio con un diámetro <= 1 mm, así como ...|700210 - Vidrio en bolas, sin trabajar (exc. microesferas de vidrio con un diámetro <= 1 mm, así como ...
4331|700220|Barras o varillas de vidrio, sin trabajar|700220 - Barras o varillas de vidrio, sin trabajar
4332|700231|Tubos, de cuarzo o demás sílices fundidos, sin trabajar|700231 - Tubos, de cuarzo o demás sílices fundidos, sin trabajar
4333|700232|Tubos de vidrio, con un coeficiente de dilatación lineal <= 5 x 10-6 por Kelvin, entre 0°C ...|700232 - Tubos de vidrio, con un coeficiente de dilatación lineal <= 5 x 10-6 por Kelvin, entre 0°C ...
4334|700239|Tubos de vidrio, sin trabajar (exc. con un coeficiente de dilatación lineal <= 5 x 10-6 por ...|700239 - Tubos de vidrio, sin trabajar (exc. con un coeficiente de dilatación lineal <= 5 x 10-6 por ...
4335|700311|	Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.|700311 - 	Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.
4336|700312|Placas u hojas de vidrio colado o laminado, coloreadas en la masa, opacificadas, chapadas o ...|700312 - Placas u hojas de vidrio colado o laminado, coloreadas en la masa, opacificadas, chapadas o ...
4337|700319|Placas u hojas de vidrio colado o laminado, pero sin trabajar de otro modo (exc. armadas, así ...|700319 - Placas u hojas de vidrio colado o laminado, pero sin trabajar de otro modo (exc. armadas, así ...
4338|700320|Placas u hojas de vidrio colado o laminado, armadas, incl. con capa absorbente, reflectante ...|700320 - Placas u hojas de vidrio colado o laminado, armadas, incl. con capa absorbente, reflectante ...
4339|700330|Perfiles de vidrio, incl. con capa absorbente, reflectante o antirreflectante, pero sin trabajar ...|700330 - Perfiles de vidrio, incl. con capa absorbente, reflectante o antirreflectante, pero sin trabajar ...
4340|700410|Vidrio coloreado  en masa, opacificado, plaque o con  capa  absorbente o reflectante.|700410 - Vidrio coloreado  en masa, opacificado, plaque o con  capa  absorbente o reflectante.
4341|700420|Hojas de vidrio estirado o soplado, coloreadas en la masa, opacificadas, chapadas o con capa ...|700420 - Hojas de vidrio estirado o soplado, coloreadas en la masa, opacificadas, chapadas o con capa ...
4342|700490|Hojas de vidrio estirado o soplado, pero sin trabajar de otro modo (exc. coloreadas en la masa, ...|700490 - Hojas de vidrio estirado o soplado, pero sin trabajar de otro modo (exc. coloreadas en la masa, ...
4343|700510|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700510 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4344|700521|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700521 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4345|700529|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700529 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4346|700530|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700530 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4347|700600|Vidrio de las partidas 7003, 7004 ó 7005, curvado, biselado, grabado, taladrado, esmaltado ...|700600 - Vidrio de las partidas 7003, 7004 ó 7005, curvado, biselado, grabado, taladrado, esmaltado ...
4348|700711|Vidrio templado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...|700711 - Vidrio templado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...
4349|700719|Vidrio templado (exc. de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...|700719 - Vidrio templado (exc. de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...
4350|700721|Vidrio contrachapado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...|700721 - Vidrio contrachapado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...
4351|700729|Vidrio contrachapado (exc. de dimensiones y formatos que permitan su empleo en automóviles, ...|700729 - Vidrio contrachapado (exc. de dimensiones y formatos que permitan su empleo en automóviles, ...
4352|700800|Vidrieras aislantes de paredes múltiples|700800 - Vidrieras aislantes de paredes múltiples
4353|700910|Espejos retrovisores enmarcados o no, incl. los espejos retrovisores, con marco o sin él, para ...|700910 - Espejos retrovisores enmarcados o no, incl. los espejos retrovisores, con marco o sin él, para ...
4354|700991|Espejos de vidrio, sin enmarcar (exc. espejos retrovisores para vehículos, espejos de óptica ...|700991 - Espejos de vidrio, sin enmarcar (exc. espejos retrovisores para vehículos, espejos de óptica ...
4355|700992|Espejos de vidrio, enmarcados (exc. espejos retrovisores para vehículos, espejos de óptica ...|700992 - Espejos de vidrio, enmarcados (exc. espejos retrovisores para vehículos, espejos de óptica ...
4356|701010|Ampollas de vidrio|701010 - Ampollas de vidrio
4357|701020|Tapones, tapas y demás dispositivos de cierre, de vidrio|701020 - Tapones, tapas y demás dispositivos de cierre, de vidrio
4358|701090|"Bombonas """"damajuanas"""", botellas, frascos, bocales, tarros, envases tubulares y demás recipientes ..."""|"701090 - Bombonas """"damajuanas"""", botellas, frascos, bocales, tarros, envases tubulares y demás recipientes ..."""
4359|701091|Los demas tapones, tapas y demas dispositivos de cierre cap. sup. a 11|701091 - Los demas tapones, tapas y demas dispositivos de cierre cap. sup. a 11
