Sector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Dotación hospitalaria|0.42077887|0.539042|0.7239728|0.45881194|0.61476743|0.55237293|0.51433635|0.61324507|0.59608698|0.72417176|0.64125836|0.39020824|0.72857112|0.61765015|0.56025589|0.39617696|0.49412131|0.56444287|0.36501008|0.4487896|0.55557001|0.69207859|0.81333184|0.78407288|0.41458994|0.45516378|0.71028316|0.64347184|0.45764741|0.64618319|0.59343672|0.5526222|0.81263238|0.32808796|0.53314054|0.48178682|0.64981389|0.52445948|0.55789649|0.7111913|0.71067852|0.41397902|0.94567239|0.78106368|0.79174757|0.51132393|0.46050191|0.44874054|0.58089626|0.6161027|0.64737833|0.61371517|0.59703535|0.47793061|0.46892458|0.68169093|0.55466282|0.66977131|0.71930492|0.74685729|0.43766278|0.67700958|0.53112698|0.62749726|0.71467257|0.73786688|0.42374521|0.35316694|0.5397476|0.43739748|0.53390354|0.36844695|0.60910642|0.36333513|0.48372042|0.29923218|0.54243922|0.51876265|0.41642678|0.49277639|0.41217256|0.69530487|0.59762168|0.47830063|0.83362842|0.62427533|0.46360892|0.23228058|0.60117167|0.69739658|0.36226809|0.83984596|0.45191312|0.69141459|0.50916219|0.44033572|1.0|0.48469126|0.4757883|0.43719101|0.34714657|0.0|0.40525764|0.5289492|0.46947163|0.46607763|0.53129363|0.53953826|0.45351309|0.39990914|0.52708|0.51665699|0.59157038|0.48695713|0.47133994|0.55798185|0.55897915|0.4805229|0.48898223|0.50680506|0.56731296|0.64437962|0.61776328|0.2924661|0.60966301|0.72227138|0.5742445|0.59695804|0.67725146|0.48355854|0.8090713|0.46710122|0.56737906|0.88129997|0.53820121|0.43012029|0.62932527|0.54189306|0.75696445|0.71232349|0.53954345|0.61103469|0.31303862|0.64924788|0.50834155|0.90816027|0.54715633|0.0|0.57801801|0.5424642|0.34981292|0.45080316|0.7300604|0.51327097|0.46970952|0.63420385|0.68061483|0.45812237|0.59975547|0.75661063|0.48431849|0.57996577|0.77735054|0.56971234|0.48232436|0.48631009|0.94252229|0.56373835|0.48418069|0.60879731|0.64430285|0.55379742|0.52585018|0.79664612|0.61763334|0.57504892|0.56488651|0.27736214|0.49920678|0.45623857|0.46146169|0.38860273|0.62958711|0.63329673
Envases/Empaques|0.65342754|0.43522754|0.61503237|0.41450965|0.50455028|0.50568658|0.64503324|0.37934604|0.65261251|0.6413607|0.7010113|0.60660714|0.5804317|0.72851968|0.70320034|0.6131804|0.68031693|0.46490589|0.82738662|0.83906728|0.76850402|0.54636562|0.60955143|0.74062049|0.61391389|0.63339281|0.58287054|0.56175649|0.54387176|0.83980691|0.8444699|0.58186871|0.78355908|0.65505898|0.81813645|0.74788105|0.67768371|0.67764962|0.5724569|0.1983965|0.68689024|0.52438188|0.75216568|0.46526855|0.8439455|0.63968259|0.52351302|0.75516427|0.52111417|0.77275074|0.63480788|0.58586907|0.49862003|0.58636737|0.31831616|0.61341405|0.57141924|0.7281782|0.58527732|0.52904499|0.56216037|0.54529434|0.5881483|0.67269981|0.77123475|0.80012757|0.84825224|0.57471216|0.76508749|0.65658343|0.38984349|0.78430736|0.74560452|0.89288759|0.64835143|0.70369995|0.70255721|0.74691498|0.8587963|0.82976007|0.7423622|0.49792758|0.55636048|0.54025817|0.85128409|0.394041|0.81552017|0.6188975|0.55056834|0.60583079|0.97349441|0.40789774|0.41918105|0.70992506|0.60533345|0.55956566|0.83262742|0.80485141|0.58185697|0.6109513|0.75246465|0.0|0.5116092|0.54156435|0.57507581|0.20003781|0.76446187|0.39589906|0.61170495|0.61958814|0.75731742|0.6349557|0.75795174|0.62836605|0.64930391|0.64912653|0.6548903|0.57478714|0.68552375|0.76199323|0.79018664|0.75869262|0.8760674|0.38660219|0.69514|0.65945452|0.48887819|0.70247984|0.49321598|0.52967089|0.66343451|0.64032137|0.53106678|0.72560072|0.52564061|0.63722372|0.57270849|0.48758072|0.65992916|0.61858046|0.67857206|0.85449505|0.8481214|0.70356584|0.63447618|0.49593377|0.81852996|0.0|0.74741971|0.69350338|1.0|0.66696882|0.61826766|0.48627052|0.55747658|0.66170067|0.52513623|0.63321882|0.65787739|0.8382678|0.76834118|0.59496981|0.39450443|0.61923671|0.50665361|0.61042762|0.24426046|0.66405964|0.8986268|0.4382731|0.46776992|0.48329443|0.70863521|0.4451662|0.5355773|0.59908402|0.47746927|0.60810125|0.56406671|0.4880138|0.59802461|0.54592705|0.76284683|0.71887875
Envases/empaques|0.0|0.0|0.0|0.0|0.0|0.023854876|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.042726398|0.0|0.0|0.07288786|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.032801487|0.04739444|0.0|0.025398862|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.036311351|0.0|0.024854004|0.0|0.0|0.02831039|0.052478813|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.041279025|0.03389021|0.0|0.0|0.0|0.024307359|0.0|0.0|0.024599215|0.033037804|0.0|0.0|0.0|0.023936469|0.0|0.025337845|0.026370155|0.0|0.0|0.0|0.062390435|0.027964853|0.0|0.0|0.032798752|0.0|0.0|0.0|0.0|0.026557919|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.026510419|0.0|0.0|0.0|0.02606493|0.0|0.0|0.0|0.033595458|0.0|0.0|0.0|0.0|0.0|0.024997238|0.029641472|0.054563779|0.0|0.0|0.0|0.0|0.0|0.026917927|0.0|0.0|0.13015945|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.036734439|0.0|0.0|0.0|0.023819746|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.034281429|0.0|0.026166018|0.0|0.0|0.025120858|0.0|0.0|0.041389741|0.0|0.0|0.42210054|0.043811753|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.026821814|0.038711894|0.0|0.0|0.0|0.0|0.027309686
Farmacéutico|0.76210117|0.88819134|0.84000295|0.62371695|0.76372433|0.66216946|0.49426502|0.76278818|0.62912643|0.779652|0.68664575|0.55391848|0.85020387|0.59091628|0.87278342|0.65124476|0.73061275|0.63065821|0.54856527|0.56561375|0.86870039|0.83375514|0.77851033|0.79643458|0.63718021|0.77859372|0.75065935|0.86076951|0.67252445|0.94732416|0.74769616|0.65431428|1.0|0.57899725|0.65552688|0.70400476|0.75649458|0.93355012|0.68239111|0.72546399|0.64601696|0.54704005|0.64427996|0.64770883|0.85821617|0.69576502|0.70555305|0.3784954|0.36857954|0.67105675|0.688043|0.79958141|0.80461729|0.79309464|0.60779119|0.76480925|0.63372803|0.95107543|0.88432634|0.80787885|0.72134316|0.77001035|0.7641902|0.74684954|0.62266737|0.62377071|0.55418456|0.56134677|0.79842252|0.55781829|0.20504212|0.54342759|0.86493909|0.13133462|0.66412342|0.50147057|0.68668413|0.36496544|0.59187436|0.77061677|0.48677367|0.37758839|0.49481416|0.52647352|0.61638391|0.6743868|0.64744729|0.52927655|0.71134913|0.81899166|0.67721927|0.93907571|0.48048133|0.73354667|0.82439953|0.66179913|0.43518111|0.58731103|0.79598165|0.79838729|0.66142118|0.0|0.63538575|0.66981554|0.68534279|0.63410568|0.81247491|0.60948205|0.67015386|0.60713995|0.85260642|0.50207204|0.74257934|0.6681425|0.62818003|0.69195896|0.6677016|0.79876167|0.59852278|0.69278997|0.83033377|0.40676206|0.79425168|0.67533916|0.62789595|0.74255133|0.73429543|0.51135004|0.77403426|0.40572566|0.69066203|0.89295769|0.69784641|0.6409868|0.59933418|0.52130699|0.74179453|0.75317824|0.83923614|0.9486255|0.7755394|0.7534492|0.60320556|0.80995089|0.71913671|1.0|0.72615236|0.0|0.65841067|0.80490255|0.54345059|0.86265969|0.48577634|0.54413706|0.58334506|0.69861943|0.69489324|0.81044507|0.49257362|1.0|0.46546793|0.65468132|0.73808241|0.77048767|0.72170079|0.80193526|1.0|0.65178943|0.77471167|0.66003084|0.57183266|0.5708102|0.65614313|0.72645485|0.88568765|0.66418719|0.80781341|0.7047956|0.68021214|0.41204029|0.55951512|0.34544605|0.81864911|0.75965673
Flores y plantas vivas|0.072172508|0.25030899|0.37958458|0.1613043|0.089712128|0.53828621|0.3922711|0.1251412|0.14293948|0.10219041|0.28405249|0.11947422|0.18724965|0.39604139|0.30723119|0.31984425|0.22626543|0.11976268|0.079613782|0.16197839|0.093756661|0.18375735|0.71400356|0.1086815|0.15798339|0.13266388|0.1333065|0.1212803|0.1299375|0.041306354|0.035347208|0.090596639|0.10262896|0.07770291|0.091647133|0.13269082|0.14316669|0.077540159|0.081396699|0.098429225|0.22290292|0.063878097|0.065028399|0.15122177|0.084451422|0.11060681|0.20478766|0.096164748|0.28320944|0.3097924|0.08702752|0.18927693|0.15076873|0.16872501|0.16961759|0.16190192|0.25434378|0.25544655|0.087408356|0.22190335|0.2841863|0.21061535|0.093418464|0.42174447|0.084890015|0.23758397|0.11859873|0.041153051|0.36678171|0.092388876|0.23685634|0.10217871|0.099721208|0.18877095|0.15146443|0.05680922|0.0|0.058034547|0.064648755|0.095147192|0.14814046|0.21578239|0.14325631|0.13714796|0.21269184|0.21586686|0.19101906|0.43802524|0.12214549|0.20546679|0.18227991|0.17467162|0.14018407|0.34930936|0.17789689|0.24751529|0.56825101|0.11387441|0.082891375|0.22949836|0.040547278|0.0|0.35757011|0.3489536|0.22517818|0.14319097|0.10420507|0.082577065|0.19999117|0.14678694|0.069408625|0.25763986|0.12511072|0.075361922|0.077857599|0.36073983|0.14689714|0.26486281|0.2804426|0.14695504|0.10454884|0.10791352|0.187722|0.033008832|0.40201145|0.063061491|0.065797098|0.19972998|0.12451836|0.054251738|0.16428275|0.39383483|0.14909448|0.42020428|0.18259391|0.25895226|0.24893859|0.23708159|0.41753143|0.0|0.33312172|0.093131721|0.1566835|0.10594755|0.2246553|0.5398894|0.19557077|0.0|0.045756079|0.21261722|0.13496037|0.068700694|0.13892309|0.16257617|0.05218745|0.15804993|0.067255333|0.11008891|0.29298902|0.41170669|0.1355982|0.15024963|0.076333269|0.099787727|0.29537377|0.032006443|0.6671977|0.11657055|0.13240142|0.21501675|0.092052132|0.0|0.10655691|0.24020585|0.1509621|0.064781457|0.29905969|0.0|0.094706655|0.16846138|0.080535144|0.061582185|0.11970884|0.25400746
Frutas y hortalizas frescas y procesadas|0.68698817|0.29920524|0.7626363|0.56498331|0.23474246|0.27927807|0.77509791|0.6499998|0.41756839|0.26396486|0.52011526|0.8185302|0.29731572|0.70158052|0.4662396|0.76013684|0.82748187|0.72381407|0.80053973|0.21236211|0.29362142|0.80182421|0.74889541|0.3542856|0.45896468|0.38630378|0.48730183|0.93646657|0.57468635|0.28023183|0.24848928|0.48576152|0.4358387|0.92182577|0.30378181|0.28447473|0.66391778|0.31115329|0.17369981|0.50960159|0.63222384|0.44916505|0.44770414|0.33254823|0.42139179|0.39068854|0.59628165|0.47800618|0.6081177|0.57842791|0.5983693|0.41372961|0.4370141|0.54506809|0.73097134|0.57438654|0.5417853|0.58107841|0.46707004|0.55043232|0.59046805|0.43786186|0.37355512|0.64764923|0.86428046|0.67135179|0.39647222|0.47808573|0.34389293|0.26986226|0.63123|0.63327181|0.32482791|0.510638|0.42377234|0.3563571|0.29501367|0.4960655|0.30865544|0.40555149|0.38291737|0.64103174|0.51428437|0.69065034|0.58089495|0.25796095|0.60988021|0.66809702|0.39025211|0.49094319|0.49809563|0.50112283|0.51895809|0.64147007|0.25361562|0.58290756|0.7685827|0.37578458|0.48887548|0.71899271|0.50201213|0.0|0.48203111|0.57581496|0.4015888|0.57509762|0.24870101|0.64414215|1.0|0.55606639|0.35762227|0.40520662|0.70898223|0.74256396|0.54182291|0.57021755|0.57208359|0.65808624|0.366375|0.33411276|0.12842345|0.29586548|0.35066703|0.40037251|0.53067875|0.28731957|0.40315911|0.80053389|0.66456401|0.44269276|0.42676011|0.65352654|0.40555567|0.54896224|0.16561526|0.58887994|0.50754309|0.76644218|0.70751214|0.57213509|0.60563898|0.46144551|0.41469878|0.42803371|0.58885598|0.80526209|0.35311708|0.0|0.39322826|0.44838649|0.84785491|0.57010555|0.58247578|0.66149426|0.76885289|0.59610736|0.20404857|0.47247684|0.53789693|0.62420624|0.54514033|0.42590746|0.49288648|0.17216468|0.36828309|0.31095827|0.68622625|0.41868562|0.68646508|0.37583888|0.3197881|0.4565554|0.21889918|0.74093425|0.36307156|0.40563703|0.3161183|0.47713792|0.43704024|0.59902936|0.67005622|0.65428305|0.22832164|0.28205699
Instrumentos y aparatos|0.61906189|0.71789861|1.0|0.8778789|0.85354799|0.35796106|0.60143203|0.89015436|0.6893003|0.92047489|1.0|0.78077239|0.95247781|1.0|0.97498691|0.80850482|0.66627645|0.80944097|0.95485961|0.72589135|0.80209053|0.75470591|0.79332936|0.7208811|0.78421944|0.94565022|0.93176281|0.80939651|0.96131819|0.72389871|0.68630791|1.0|0.83920908|0.68809485|0.83630049|0.87226439|0.91299474|1.0|0.94923437|1.0|0.84018606|0.63554764|0.66410428|1.0|0.95284271|0.80771488|0.86010659|0.41554955|0.7546159|1.0|0.79031819|0.86802804|0.61122459|0.93964392|1.0|0.85474801|0.84390855|0.80050611|0.97550148|1.0|0.73463476|0.89712|1.0|0.97368705|0.91971147|0.92083287|0.97185946|0.70820379|0.92660552|0.82277924|0.47806516|0.65731335|1.0|0.8754347|0.91239524|0.78334004|0.72174054|0.65389955|0.63688928|0.81697589|0.90007585|1.0|0.89690256|0.96520197|0.92589664|0.88540602|1.0|0.59171772|0.94153625|0.94302905|0.69603652|1.0|0.72309613|0.956981|0.69395506|0.74778402|0.54967439|0.67739081|0.827824|1.0|0.62150699|0.0|0.94263589|0.77399164|0.91220421|0.84967083|0.79941761|1.0|0.94373059|0.7514478|0.82747889|0.97649145|0.79773664|0.68114448|0.79901421|0.91882902|0.62852013|0.67411911|0.45101702|0.74365741|0.66259706|0.98724252|0.86165857|0.83500779|0.88084507|0.91541052|0.70785165|0.86593902|0.75496995|0.80452305|0.31859457|0.21690014|1.0|1.0|0.9122541|0.78585821|1.0|0.90588224|0.97488534|0.88761604|1.0|0.93317473|0.57410204|1.0|0.967094|0.86598593|0.48425132|0.0|0.78502923|0.88296819|0.86414695|0.84213507|1.0|0.38919491|0.80807579|0.91375917|1.0|0.79569256|1.0|0.93820179|0.68414962|0.9798944|0.96095544|0.80311537|0.74941933|0.85177863|0.51297432|0.72731656|0.71313965|1.0|0.78032643|0.63311368|0.80914187|0.85726976|0.77178264|0.86791843|0.79544067|0.93885893|0.96799308|1.0|0.65746498|0.8115716|0.55523896|0.90270776
Joyería y bisutería|0.53332072|0.15129149|0.47689104|0.74831069|0.13769962|0.081310928|0.32512492|0.57975578|0.26953191|0.16601944|0.22401866|0.75417483|0.50557542|0.3265672|0.25888979|0.74307066|0.60369825|0.32924303|0.050850183|0.25131172|0.13416991|0.23771837|0.28221774|0.12694462|0.12889057|0.17415239|0.26839179|0.378371|0.23862562|0.1543231|0.18848279|0.18361112|0.24671884|0.058220338|0.11875726|0.17490861|0.35510293|0.82267958|0.23724619|0.4815222|0.34795937|0.17328458|0.13813029|0.41622686|0.29640654|0.23235069|0.16275555|0.28963062|0.95756972|0.25487983|0.11138054|0.3162477|0.2294669|0.14901432|0.70806158|0.33049905|0.1834833|0.12503222|0.24976423|0.61187053|0.10172765|0.29076719|0.20446205|0.20324354|0.39329499|0.30940956|0.1309119|0.10116889|0.099950612|0.14467259|0.84919357|0.14203739|0.20305637|0.32265517|0.23133525|0.1001081|0.099721119|0.088589758|0.27683949|0.19135141|0.19886757|0.36276835|0.27752763|0.78321183|0.50620699|0.15103288|0.23745339|0.68671834|0.31686777|0.22643089|0.24408904|0.52245605|0.46640682|0.26677719|0.20683828|0.1237192|0.65813297|0.1381975|0.10015663|0.16871393|0.15957056|0.0|0.20063947|0.45511073|0.33832502|0.93062407|0.20221481|0.5874052|0.088631682|0.41397944|0.16526493|0.16899011|0.26767203|0.089157835|0.11293025|0.17100865|0.19933139|0.1786086|0.22127129|0.10297389|0.18087995|0.34436089|0.24681112|0.14661166|0.36490637|0.44717318|0.12332003|0.42972937|0.28960481|0.078015752|0.094455063|0.24434593|0.37038767|0.2630229|0.20673515|0.23674004|0.16926986|0.89208138|0.28289104|0.059626177|0.34901977|0.16049023|0.28907806|0.18286487|0.072048649|0.12690398|0.69159138|0.0|0.10460237|0.16389742|0.089338049|0.15433401|0.88299119|0.081186071|0.48246816|0.32674298|0.096050337|0.59979665|0.2510339|0.73621178|0.11660644|0.49037424|0.58038533|0.22293898|0.18024036|0.12116519|0.22880927|0.13933784|0.17171335|0.39014977|0.36389858|0.070359729|0.14500336|0.091374159|0.17901486|0.13028239|0.17928092|0.20058328|0.29183909|0.19729349|0.33615112|0.22425905|0.10014169|0.11836784
Lácteos y sus derivados|0.55172384|0.39361393|0.63566405|0.52523679|0.49134547|0.72199339|0.72848701|0.68091053|0.85520518|0.14341721|0.67148542|0.73723531|0.33695084|0.38371852|0.72453797|0.59931254|0.88027924|0.70079583|0.72101068|0.64166963|0.42376071|0.61950648|0.0|0.38978064|0.55521023|0.43488023|0.45949703|0.79182422|0.89631689|0.62623107|0.34315822|0.56745911|0.68883818|0.96329755|0.51799852|0.52133441|0.12386207|0.64417982|0.41252536|0.6320495|0.57699168|0.60708815|0.61000144|0.42999655|0.32120517|0.5702042|0.65828264|0.88013649|0.78253424|0.47008416|0.74961114|0.21662444|0.65640312|0.69260067|0.64254391|0.36437112|0.58786303|0.50653195|0.6016587|0.1647796|0.42284888|0.44995558|0.84266943|0.4574483|0.82806504|0.52255338|0.68970084|0.63868666|0.68550938|0.5176971|0.81628996|0.74961656|0.7653079|0.66582823|0.60301304|0.34347296|0.61911803|0.62442917|0.45601964|0.46420699|0.5348438|0.24815433|0.65260768|0.46539864|0.5386622|0.19984993|0.1469751|0.63282943|0.26700816|0.72662985|0.59812266|0.34577984|0.64619005|0.60003984|0.48746639|0.26014504|0.81069827|0.44132915|0.45973983|0.5844627|0.41162503|0.0|0.59283745|0.78829443|0.66517931|0.42026085|0.45393205|0.67200756|0.88196403|0.655249|0.48678148|0.53060019|0.88056409|0.71516085|0.45905393|0.71207917|0.52952039|0.72548223|0.72073865|0.43906134|0.54949784|0.45524639|0.31488714|0.56231582|0.28016466|0.14221416|0.47433132|0.8407566|0.45078135|0.26790321|0.90796721|0.33076769|0.28810921|0.48981023|0.47418231|0.33674413|0.56009293|0.68394041|0.40476805|0.6044277|0.42605352|0.62915194|0.71249121|0.49872562|0.60397518|0.35813624|0.66511422|0.0|0.59233832|0.51513505|0.81701493|0.39716598|0.69373304|0.55989826|0.69867027|0.78344446|0.27685624|0.61705172|0.55069011|0.35665983|0.51075095|0.55681771|0.47922787|0.32247609|0.42740911|0.56562912|0.89096951|0.78935701|0.87219751|0.30376112|0.17002022|0.53703904|0.34596705|0.40068758|0.22048765|0.17452314|0.39212406|0.74387079|0.39442068|0.50108021|0.79232383|0.35834062|0.40268651|0.44987065
Material Promocional|0.192532|0.45727152|0.42877859|0.5416339|0.20972134|0.70280975|0.37101465|0.29766807|0.22387627|0.37236458|0.26936984|0.35909885|0.62989581|0.41213006|0.2059058|0.34754211|0.18338794|0.30722824|0.31807441|0.40189698|0.263217|0.4518522|0.48802704|0.42322162|0.2546736|0.2957142|0.42768025|0.46876216|0.27933979|0.26774877|0.27516475|0.34973389|0.32355142|0.2722556|0.31780785|0.30086771|0.56400895|0.25335029|0.45116591|0.16652705|0.46020553|0.27077678|0.24234989|0.51074111|0.40427136|0.24465743|0.32112288|0.23207974|0.26763478|0.48489928|0.42995483|0.45857912|0.16565296|0.30284345|0.35902625|0.23602599|0.35344589|0.35805643|0.4979859|0.67003572|0.35422218|0.31279498|0.21958798|0.539689|0.41023654|0.43797874|0.31886458|0.16553774|0.39808887|0.23780185|0.51630241|0.20599234|0.36897492|0.64216912|0.36590913|0.18500507|0.19471535|0.3202582|0.2593298|0.37296304|0.39777094|0.27930486|0.24838656|0.39803502|0.47071975|0.28243244|0.49259049|0.33068752|0.37516049|0.29980409|0.19497153|0.60783446|0.17591825|0.38603488|0.30234525|0.27708668|0.49809679|0.28433308|0.16624431|0.3543095|0.20324828|0.0|0.31442332|0.36432898|0.16343561|0.4503333|0.26092517|0.19930881|0.46676302|0.29199094|0.27369386|0.28946579|0.47385633|0.28166676|0.33307907|0.23999304|0.23833191|0.37286687|0.50965911|0.22464323|0.31281078|0.56170607|0.29710162|0.23839024|0.48277155|0.58850861|0.17332876|0.36813265|0.22377986|0.66275859|0.15171379|0.50621474|0.47710568|0.43594423|0.36149234|0.49264449|0.28903937|0.37137502|0.59495419|0.18128163|0.48774731|0.30019534|0.2040672|0.33487263|0.33956367|0.43606356|0.41126776|0.0|0.25037175|0.33435214|0.37213945|0.232348|0.35789973|0.14734459|0.31402874|0.25726879|0.29265878|0.26183236|0.50930667|0.49495|0.27467394|0.17902224|0.29386681|0.2905691|0.14289993|0.20874119|0.33010077|0.45642385|0.24935599|0.27726328|0.20567484|0.38215303|0.20523265|0.20619741|0.32906038|0.33971971|0.19341327|0.46514469|0.552068|0.18366162|0.25993872|0.4337011|0.31018692|0.35508457
Materiales de construcción|0.35636461|0.6554454|0.70501071|0.85320312|0.70398355|0.62910467|1.0|0.71082813|0.56170452|0.67392898|0.77162457|0.84244871|0.74242103|0.77971625|0.79748648|1.0|0.62270761|0.65023923|0.9191761|0.76967812|0.8548224|0.51229548|0.56670851|0.60804009|0.70703518|0.75593555|0.55688477|0.73061174|0.70239317|0.74941397|0.6299547|0.73123431|0.54224902|0.79237068|0.74230671|0.80555642|0.7088517|0.48336017|0.59887838|0.26673776|0.87956154|0.79134285|0.59741449|0.58722091|0.7592864|0.77279103|0.77883089|0.60911661|0.59473789|0.87116587|0.81507838|0.64330661|0.4639163|0.66734195|0.45593381|0.54398632|0.73720145|0.70917362|0.4506765|0.72461271|0.64037716|0.63913178|0.72871423|0.87650621|0.67997396|0.83466792|1.0|0.77861637|0.88743585|0.77947509|0.94294322|0.87310499|0.43804651|0.9470104|0.57487351|0.76596785|0.75052679|0.73437762|0.48937038|0.66132987|0.76986438|0.61738539|0.67212886|0.82374561|0.74001753|0.43739116|0.89702994|1.0|0.8659966|0.50875628|0.78210819|0.5796392|0.53188848|0.8309176|0.64731348|0.8265028|0.67921722|0.82524991|0.7153132|0.67628139|0.69528604|0.0|0.74566895|0.92270964|0.52591753|0.43629962|0.66454029|0.48888594|0.75378001|0.76568389|0.61697924|0.77261907|0.83480799|0.56956244|0.66622782|0.9030264|0.80693591|0.9095791|0.53052902|0.67623234|0.58758712|0.73429745|0.65233016|0.58023036|0.79582953|0.81256986|0.75073659|0.72191197|0.47818369|0.8402741|0.22613284|0.57411873|0.645845|0.69130814|0.61926854|0.60588712|0.53578758|0.78455377|0.79291904|0.82761902|0.7214663|0.95803881|0.79219103|0.60640562|0.77215767|0.82072079|0.74894643|0.0|0.80196309|0.72631621|0.88040161|0.7863003|0.71271127|0.59750813|0.59881908|0.64860696|0.55093795|0.55012292|0.86311299|0.88755947|0.71363568|0.63607144|0.52471095|0.64912122|0.81496233|0.78115523|0.15963191|0.92163628|0.72553521|0.8440935|0.49524289|0.8182472|0.69574535|0.57097828|0.51961422|0.69643319|0.71137732|0.8483479|0.57919908|0.54010379|0.58232284|0.78905541|0.6125685|0.73957849
Metalmecánica|0.66600502|0.6958285|0.91492933|0.7992872|1.0|0.45495853|0.94193017|0.98736739|0.87615466|1.0|0.97916853|0.69961387|0.97240674|0.93721831|0.93698639|0.68672013|0.57718629|0.98224461|1.0|0.98659861|1.0|0.64948869|0.84895927|0.98777151|1.0|1.0|0.90427983|0.89537346|0.68890971|1.0|1.0|0.8181572|0.79887283|0.84232569|1.0|1.0|1.0|0.78369969|0.88114917|0.8125205|0.80954486|0.91520882|0.85999954|0.92195314|1.0|1.0|1.0|0.39526698|0.48613071|0.95577794|0.84477866|1.0|0.87460589|1.0|0.88641202|1.0|0.80293697|0.92869139|1.0|0.93817353|1.0|0.85029483|0.86469114|1.0|1.0|1.0|0.95343757|0.91238278|1.0|1.0|0.30760005|0.92445481|0.98763871|1.0|1.0|1.0|0.89789009|0.77780426|0.70637834|0.91147619|1.0|0.90814418|1.0|1.0|0.94737577|0.7388587|0.6993084|0.76030457|0.96464157|1.0|0.89754367|0.72152531|0.8339541|0.97562051|0.98590416|0.91333276|0.51842451|1.0|0.86846423|0.97271311|0.78765625|0.0|1.0|0.59587473|0.61110628|0.5295096|0.84590733|0.92341137|0.80481291|0.68974221|1.0|1.0|0.97749674|0.98743427|0.91173291|1.0|0.90233755|1.0|0.26064619|0.48585337|0.80534697|1.0|0.84033859|1.0|1.0|0.97130179|1.0|0.94432545|0.84389889|0.78662384|0.20956662|0.42623037|0.91394168|0.83916402|1.0|1.0|0.98024046|1.0|1.0|1.0|0.9770298|1.0|1.0|0.97905409|1.0|0.78545761|0.64276242|0.0|1.0|1.0|0.91255367|1.0|0.82398355|0.73025203|0.82315618|0.98043144|0.93880862|0.77188152|0.90567625|0.86121416|1.0|1.0|1.0|1.0|1.0|1.0|0.38157648|0.98719871|0.81989217|0.92329699|1.0|0.77270103|0.95291817|0.61372232|1.0|0.95533323|1.0|1.0|0.59534943|0.89830405|0.89628673|0.91548735|0.64613545|1.0
